project_name,project_url,num_commits,project_age_days,project_created_at,num_contributors,num_pull,num_issues,num_stargazers,num_watchers,num_forks,num_subscribers,SecurityPolicy_url_endpoint,SecurityPolicy_content,SecurityPolicy_created_at,SecurityPolicy_content_category,SecurityPolicy_reporting_mechanism,Aggregate-Score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,num_bug_high,num_bug_medium,num_bug_low,num_bug_blocker,num_vulnerabilities_high,num_vulnerabilities_medium,num_vulnerabilities_low,num_vulnerabilities_blocker,num_code_smell_high,num_code_smell_medium,num_code_smell_low,num_code_smell_blocker
ubernostrum/django-registration,https://github.com/ubernostrum/django-registration,1033,4066,2013-09-11,39,94,247,923,923,241,26,https://api.github.com/repos/ubernostrum/django-registration/contents/docs/security.rst,".. _security:


Security guide
==============

.. important:: **Reporting security issues**

   If you believe you have found a security issue in django-registration,
   please do *not* use the public GitHub issue tracker to report it. Instead,
   you can `contact the author privately <https://www.b-list.org/contact/>`_ to
   report the issue.

Anything related to users or user accounts has security implications and
represents a large source of potential security issues. This document is not an
exhaustive guide to those implications and issues, and makes no guarantees that
your particular use of Django or django-registration will be safe; instead, it
provides a set of recommendations, and explanations for why django-registration
does certain things or recommends particular approaches. Using this software
responsibly is, ultimately, up to you.

Before continuing with this document, you should ensure that you've read and
understood `Django's security documentation
<https://docs.djangoproject.com/en/stable/#security>`_.  Django provides a good
overview of common security issues in the general field of web development, and
an explanation of how it helps to protect against them or provides tools to
help you do so.

You should also ensure you're following Django's security recommendations. You
can check for many common issues by running::

    python manage.py check --tag security

on your codebase.


Recommendation: use the two-step activation workflow
----------------------------------------------------

Two user-signup workflows are included in django-registration, along with
support for writing your own. If you choose to use one of the included
workflows, :ref:`the two-step activation workflow <activation-workflow>` is the
recommended default.

The activation workflow provides a verification step -- the user must click a
link sent to the email address they used to register -- which can serve as an
impediment to automated account creation for malicious purposes.

The activation workflow generates an activation key which consists of the new
account's username and the timestamp of the signup, verified using `Django's
cryptographic signing tools
<https://docs.djangoproject.com/en/1.11/topics/signing/>`_ which in turn use
`the HMAC implementation from the Python standard library
<https://docs.python.org/3/library/hmac.html>`_. Thus, django-registration is
not inventing or building any new cryptography, but only using existing/vetted
implementations in an approved and standard manner.

Additionally, the activation workflow takes steps to ensure that its use of
HMAC does not act as an `oracle
<https://en.wikipedia.org/wiki/Oracle_attack>`_. Several parts of Django use
the signing tools, and third-party applications are free to use them as well,
so django-registration makes use of the ability to supply a salt value for the
purpose of ""namespacing"" HMAC usage. Thus an activation token generated by
django-registration's activation workflow should not be usable for attacks
against other HMAC-carrying values generated by the same installation of
Django.


Restrictions on user names: reserved names
------------------------------------------

By default, django-registration applies a list of reserved names, and does not
permit users to create accounts using those names (see
:class:`~django_registration.validators.ReservedNameValidator`). The default
list of reserved names includes many names that could cause confusion or even
inappropriate access. These reserved names fall into several categories:

* Usernames which could allow a user to impersonate or be seen as a site
  administrator. For example, ``""admin""`` or ``""administrator""``.

* Usernames corresponding to standard/protocol-specific email addresses
  (relevant for sites where creating an account also creates an email address
  with that username). For example, ``""webmaster""``.

* Usernames corresponding to standard/sensitive subdomain names (relevant for
  sites where creating an account also creates a subdomain corresponding to the
  username). For example, ``""ftp""`` or ``""autodiscover""``.

* Usernames which correspond to sensitive URLs (relevant for sites where user
  profiles appear at a URL containing the username). For example, ``""contact""``
  or ``""buy""``.

It is strongly recommended that you leave the reserved-name validation enabled.


Restrictions on user names and email addresses: Unicode
-------------------------------------------------------

By default, django-registration permits the use of a wide range of Unicode in
usernames and email addresses. However, to prevent some types of
Unicode-related attacks, django-registration will not permit certain specific
uses of Unicode characters.

For example, while the username ``""admin""`` cannot normally be registered (see
above), a user might still attempt to register a name that appears visually
identical, by substituting a Cyrillic ""a or other similar-appearing character
for the first character. This is a `homograph attack
<https://en.wikipedia.org/wiki/IDN_homograph_attack>`_.

To prevent homograph attacks, django-registration applies the following rule to
usernames, and to the local-part and the domain of email addresses:

* If the submitted value is mixed-script (contains characters from multiple
  different scripts, as in the above example which would mix Cyrillic and Latin
  characters), and

* If the submitted value contains characters appearing in the Unicode Visually
  Confusable Characters file,

* Then the value will be rejected.

See :func:`~django_registration.validators.validate_confusables` and
:func:`~django_registration.validators.validate_confusables_email`.

This should not interfere with legitimate use of Unicode, or of
non-English/non-Latin characters in usernames and email addresses. To avoid a
common false-positive situation, the local-part and domain of an email address
are checked independently of each other.

It is strongly recommended that you leave this validation enabled.


Additional steps to secure user accounts
----------------------------------------

The scope of django-registration is solely the implementation of user-signup
workflows, which limits the ways in which django-registration alone can protect
your users. Other features of Django itself, or of other third-party
applications, can provide significant increases in protection.

In particular, it is recommended that you:

* Prevent the use of common passwords. You can catch some common passwords by
  enabling Django's
  :class:`~django.contrib.auth.password_validation.CommonPasswordValidator`,
  which uses a list of twenty thousand common passwords. A more comprehensive
  option is the password validator and other utilities from
  `pwned-passwords-django
  <https://pwned-passwords-django.readthedocs.io/en/stable/>`_, which checks
  against a database containing (as of mid-2018) over half a billion passwords
  found in data breaches.

* Use two-factor authentication via authenticator applications or hardware
  security keys (*not* SMS). The package `django-two-factor
  <https://django-two-factor-auth.readthedocs.io/en/stable/>`_ provides
  integration for two-factor authentication into Django's auth framework.
",2017-07-23 12:06:37,[],external,5.8,10,0,5,0,0,6,10,0,0,10,10,-1,6,0,10,-1,10,10,13.0,99.0,12.0,21.0,0.0,0.0,0.0,0.0,849.0,618.0,1594.0,7.0
ubertidavide/fastbots,https://github.com/ubertidavide/fastbots,151,349,2023-11-16,2,37,43,17,17,4,2,https://api.github.com/repos/ubertidavide/fastbots/contents/SECURITY.md,"# Security Policy

## Supported Versions

Please upgrade to a supported version for better security.

| Version | Supported          |
| ------- | ------------------ |
| 0.2.6   | :white_check_mark: |
| < 0.2.6   | :x:                |

## Reporting a Vulnerability

To report a vulnerability please, report them first privately, that will permit all the contributors to check and fix them in the repo before it will be available to all.
",2023-11-21 19:55:29,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",not_mentioned,3.6,10,6,0,0,1,3,-1,0,0,10,0,-1,-1,0,4,-1,-1,10,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,17.0,0.0
urllib3/urllib3,https://github.com/urllib3/urllib3,4204,4790,2011-09-18,319,2224,3491,3788,3788,1146,101,https://api.github.com/repos/urllib3/urllib3/contents/.github/SECURITY.md,"# Security Disclosures

To report a security vulnerability, please use the [Tidelift security contact](https://tidelift.com/security).
Tidelift will coordinate the fix and disclosure with maintainers.
",2021-07-27 02:12:07,['Reporting mechanism'],external,9.4,10,8,10,5,10,10,10,10,10,10,10,10,5,10,10,8,10,10,5.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,56.0,53.0,62.0,1.0
vantage6/vantage6,https://github.com/vantage6/vantage6,7077,897,2022-05-16,18,816,1549,29,29,11,4,https://api.github.com/repos/vantage6/vantage6/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 4.x.x   | :white_check_mark: |
| < 4.x.x | :x:                |

## Reporting a Vulnerability

Please report (suspected) security vulnerabilities to vantage6@iknl.nl. You will receive a response from us within 72 hours.
If the issue is confirmed, we will release a patch as soon as possible. When the patched is released you will be informed.
",2022-09-20 07:20:31,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,6.6,9,8,10,0,8,10,10,10,0,10,10,10,0,7,10,-1,0,0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,26.0,15.0,0.0
vinitkumar/json2xml,https://github.com/vinitkumar/json2xml,382,4133,2013-07-06,12,149,220,98,98,32,2,https://api.github.com/repos/vinitkumar/json2xml/contents/SECURITY.md,"## Security contact information

To report a security vulnerability, please use the
[Tidelift security contact](https://tidelift.com/security).
Tidelift will coordinate the fix and disclosure.
",2023-01-06 08:01:38,['Reporting mechanism'],external,6.6,10,6,10,0,0,10,10,10,0,9,10,10,0,10,10,-1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0
voila-dashboards/voila,https://github.com/voila-dashboards/voila,1467,2261,2018-08-21,69,756,1496,5446,5446,504,73,https://api.github.com/repos/voila-dashboards/.github/contents/SECURITY.md,"Security Policy

## Reporting a Vulnerability

If you find a security vulnerability in Voilà, please report it to security@ipython.org.

See more information in our [docs](https://jupyter.org/security).
",2024-01-22 10:26:24,['Reporting mechanism'],email,5.7,10,6,10,0,8,10,10,10,0,9,10,-1,0,0,10,0,0,2,18.0,943.0,67.0,9.0,3.0,4.0,0.0,2.0,2777.0,9323.0,5064.0,8.0
vyperlang/vyper,https://github.com/vyperlang/vyper,5800,2909,2016-11-11,207,2331,4009,4865,4865,795,163,https://api.github.com/repos/vyperlang/vyper/contents/SECURITY.md,"# Security Policy

## Supported Versions

- it is recommended to follow the list of known [vulnerabilities](https://github.com/vyperlang/vyper/security/advisories) and stay up-to-date with the latest releases
  - as of May 2024, the [`0.4.0`](https://github.com/vyperlang/vyper/releases/tag/v0.4.0) release is the most comprehensively reviewed one and is recommended for use in production environments
- if a compiler vulnerability is found, a new compiler version with a patch will be released. The vulnerable version itself is not updated (see the examples below).
  - `example1`: suppose `0.4.0` is the latest version and a hypothetical vulnerability is found in `0.4.0`, then a patch will be released in `0.4.1`
  - `example2`: suppose `0.4.0` is the latest version and a hypothetical vulnerability is found both in `0.3.10` and `0.4.0`, then a patch will be released only in `0.4.1`

## Compiler Audits

- Vyper conducts recurring security audits with multiple firms. Additionally, a competitive audit with [CodeHawks](https://www.codehawks.com/contests/cll5rujmw0001js08menkj7hc) was conducted during the fall of 2023.
- all Vyper audits can be found in a separate repository: [vyperlang/audits](https://github.com/vyperlang/audits)


## Known Vyper Vulnerabilities

- The link below lists all publicly disclosed vulnerabilities and exposures.
Best Practices dictate that when we are first made aware of a potential vulnerability,
we take precautions by assessing its potential impact on deployed projects.
When we are confident that disclosure will not impact known projects that use Vyper,
we will add an entry to the list of security advisories for posterity and reference by others.

  - list of publicly known vulnerabilities: https://github.com/vyperlang/vyper/security/advisories


## Bug Bounty Program
- Vyper runs a bug bounty program via the Ethereum Foundation.
  - Bugs should be reported through the [Ethereum Foundation's bounty program](https://ethereum.org/bug-bounty).

### Scope
- Rules from the Ethereum Foundation's bug bounty program apply; for any questions please reach out [here](mailto:bounty@ethereum.org). Here we further clarify the scope of the Vyper bounty program.
- If a compiler bug affects production code, it is in scope (excluding known issues).
  - This includes bugs in older compiler versions still used in production.
- If a compiler bug does not currently affect production but is likely to in the future, it is in scope.
  - This mainly applies to the latest compiler release (e.g., a new release is available but contracts are not yet deployed with it).
  - Experimental features (e.g. `--experimental-codegen`) are out of scope, as they are not intended for production and are unlikely to affect production code.
  - Bugs in older compiler versions are generally out of scope, as they are no longer used for new contracts.
    - There might be exceptions, e.g., when an L2 doesn't support recent compiler releases. In such cases, it might be reasonable for an older version to be used. It is up to the discretion of the EF & Vyper team to decide if the bug is in scope.
- If a vulnerability affects multiple contracts, the whitehat is eligible for only one payout (though the severity of the bug may increase).
- Eligibility for project-specific bounties is independent of this bounty.
- [Security advisories](https://github.com/vyperlang/vyper/security/advisories) and [known issues](https://github.com/vyperlang/vyper/issues) are not eligible for the bounty program, as they are publicly disclosed and protocols should structure their contracts accordingly.
- Individuals or organizations contracted or engaged specifically for security development, auditing, or testing of this project are ineligible for the bounty program.

## Reporting a Vulnerability

- If you think you have found a security vulnerability caused by the compiler with a project that has used Vyper,
please report the vulnerability to the relevant project's security disclosure program before reporting to us. Additionally, please privately disclose the compiler vulnerability at https://github.com/vyperlang/vyper/security/advisories.

- **Please Do Not Log An Issue** mentioning the vulnerability.",2019-05-23 19:59:27,"['Generic policy', 'Scope of practice', 'User guideline', 'History of vulnerability', 'Projects practice', 'User guideline', 'Reporting mechanism']",advisory,6.5,10,8,10,0,10,10,10,0,0,9,10,10,0,10,10,0,0,10,0.0,34.0,15.0,34.0,13.0,43.0,0.0,0.0,992.0,990.0,4668.0,16.0
wagtail/wagtail,https://github.com/wagtail/wagtail,18071,3921,2014-02-03,341,7052,12126,18226,18226,3852,336,https://api.github.com/repos/wagtail/wagtail/contents/.github/SECURITY.md,"# Security

See https://docs.wagtail.org/en/latest/contributing/security.html.

This information can also be found in our security.txt: https://wagtail.org/.well-known/security.txt
",2023-04-21 17:01:09,['Generic policy'],external,7.0,10,0,10,0,6,10,10,10,0,10,10,-1,0,7,9,-1,10,6,1.0,30.0,3.0,5.0,30.0,0.0,0.0,0.0,452.0,346.0,388.0,3.0
wandb/wandb,https://github.com/wandb/wandb,7202,2776,2017-03-24,176,5361,8723,9076,9076,672,60,https://api.github.com/repos/wandb/wandb/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

Please report all vulnerabilities to security@wandb.com.
",2021-05-27 01:54:38,"['Generic policy', 'Reporting mechanism']",email,6.4,10,0,10,0,10,10,10,10,0,10,10,10,0,8,10,0,0,8,1.0,27.0,1.0,4.0,43.0,0.0,0.0,0.0,116.0,155.0,256.0,10.0
warner/python-ecdsa,https://github.com/warner/python-ecdsa,727,5308,2010-04-19,44,184,337,915,915,315,49,https://api.github.com/repos/warner/python-ecdsa/contents/SECURITY.md,"# Security Policy

## Supported Versions

Only the latest released version is supported.
Alpha and beta releases are always unsupported with security fixes.

The project uses semantic versioning, as such, minor version changes are API compatible.

| Version  | Supported          |
| -------- | ------------------ |
| 0.18.x   | :white_check_mark: |
| < 0.18   | :x:                |

## Support Scope

This library was not designed with security in mind. If you are processing data that needs
to be protected we suggest you use a quality wrapper around OpenSSL.
[`pyca/cryptography`](https://cryptography.io/) is one example of such a wrapper.
The primary use-case of this library is as a portable library for interoperability testing
and as a teaching tool.

**This library does not protect against side-channel attacks.**

Do not allow attackers to measure how long it takes you to generate a key pair or sign a message.
Do not allow attackers to run code on the same physical machine when key pair generation or
signing is taking place (this includes virtual machines).
Do not allow attackers to measure how much power your computer uses while generating the key pair
or signing a message. Do not allow attackers to measure RF interference coming from your computer
while generating a key pair or signing a message. Note: just loading the private key will cause
key pair generation. Other operations or attack vectors may also be vulnerable to attacks. 
For a sophisticated attacker observing just one operation with a private key will be sufficient
to completely reconstruct the private key.

Fixes for side-channel vulerabilities will not be developed.

Please also note that any Pure-python cryptographic library will be vulnerable to the same
side-channel attacks. This is because Python does not provide side-channel secure primitives
(with the exception of [`hmac.compare_digest()`](https://docs.python.org/3/library/hmac.html#hmac.compare_digest)),
making side-channel secure programming impossible.

This library depends upon a strong source of random numbers. Do not use it on a system
where `os.urandom()` does not provide cryptographically secure random numbers.

## Reporting a Vulnerability

If you find a security vulnerability in this library, you can report it using the ""Report a vulnerability"" button on the Security tab in github UI.
Alternatively, you can contact the project maintainer at hkario at redhat dot com.
",2023-12-29 16:37:09,"['Generic policy', 'Scope of practice', 'User guideline', 'Reporting mechanism']",advisory,6.2,10,0,10,0,4,10,10,0,10,9,10,-1,0,10,10,-1,0,10,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0,66.0,60.0,3.0
web2py/web2py,https://github.com/web2py/web2py,8304,5835,2008-11-07,192,1434,2496,2117,2117,907,223,https://api.github.com/repos/web2py/web2py/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

Please report security issues to <email>
",2021-10-26 17:21:34,"['Generic policy', 'Reporting mechanism']",not_mentioned,4.3,10,0,10,0,1,10,-1,0,0,9,10,-1,0,0,3,-1,-1,10,19.0,140.0,3.0,8.0,6.0,0.0,0.0,0.0,347.0,885.0,671.0,8.0
weblateorg/weblate,https://github.com/weblateorg/weblate,68192,4628,2012-02-27,313,6611,12045,4582,4582,1016,96,https://api.github.com/repos/weblateorg/weblate/contents/SECURITY.md,"<!--
Copyright © Michal Čihař <michal@weblate.org>

SPDX-License-Identifier: CC0-1.0

This file is maintained in https://github.com/WeblateOrg/meta/
-->

# Weblate security

The Weblate team takes security and related transparency very seriously.
We welcome any peer review of our 100% open-source code to ensure nobody's Weblate
is ever compromised or hacked.

Information about practices for reporting and fixing security issues is described
in [our documentation][1] and on [our page at HackerOne][2]. This ensures all
vulnerabilities are solved securely, quickly, and transparently.

[1]: https://docs.weblate.org/en/latest/contributing/issues.html#security
[2]: https://hackerone.com/weblate
",2017-03-21 12:42:39,['Generic policy'],external,6.4,10,3,10,0,4,10,-1,10,0,10,10,-1,0,10,10,0,-1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,19.0,0.0
wger-project/wger,https://github.com/wger-project/wger,7593,4301,2013-01-19,166,1028,1745,3162,3162,580,73,https://api.github.com/repos/wger-project/wger/contents/SECURITY.md,"# Security Policy

## Supported Versions

While we do have versions and releases, wger is developed and deployed like a rolling release. Currently we don't have the resources to support older versions.


## Reporting a Vulnerability

If you found a vulnerability, please mention @rolandgeider in an issue or write an email to roland [at] geider.net. We will try to fix it as fast as we can.
",2021-11-18 11:57:32,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email_issue,6.0,10,0,10,0,1,10,10,10,0,10,10,10,0,10,4,-1,0,8,5.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,56.0,53.0,62.0,1.0
wiremock/wiremock,https://github.com/wiremock/wiremock,3572,4769,2011-10-09,222,1389,2877,6352,6352,1431,139,https://api.github.com/repos/wiremock/.github/contents/SECURITY.md,"# Reporting security issues

We're extremely grateful to security researchers and users
who report vulnerabilities to WireMock and its ecosystem.
All reports are thoroughly investigated by maintainers of respective repositories.

## When to report issues?

- You think you discovered a potential security vulnerability in WireMock or its components
- You are unsure how a publicly announced vulnerability in an upstream project affects WireMock,
  and you suspect users might be impacted.
- You think you discovered a new vulnerability in another project that WireMock depends on.
  If so, make sure to report the issue to that project too by following their guidelines

Note that security hardening enhancements are not considered vulnerabilities,
and the common Request for Enhancement issue report should be used.

## How to report an issue?

Most of WireMock repositories use the _GitHub Security Advisory_ engine
under the _Security_ tab for issue reporting.
Use it to submit the vulnerability reports,
and only maintainers will be able to see and triage your reports.
They will contact you to negotiate the disclosure time and the next steps.

If you cannot use the GitHub reporting flow or if you didn't get a response within one week,
you can also email the private `conduct@wiremock.org` list with the security details and the details expected for the bug reports.
It is not the main intent of this channel, but the security issues will be routed too.

For upstream projects and WireMock components with their own vulnerability reporting and disclosure process,
please follow those processes.

## Public Disclosure Timing

A public disclosure date is negotiated by WireMock maintainers and the bug submitter.
We prefer to fully disclose the bug as soon as possible once a user mitigation is available in WireMock and in downstream projects and distributions.
Note that it might take some time to coordinate releases and announcements 
even after the fix is available.
The WireMock maintainers will coordinate that.

The timeframe for disclosure is from immediate (especially if it's already publicly known) to a few months.
We intend to release fixes no later than 3 months according to the current independent security research practices.
We urge reporters to not disclose issues in public channels and social media before that.

## Acknowledgements

This guide is inspired by the
[Jenkins Security Policy](https://jenkins.io/security),
[Kubernetes Security and Disclosure Information Guide](https://kubernetes.io/docs/reference/issues-security/security/),
and the [InnerSource pattern on security](https://github.com/InnerSourceCommons/InnerSourcePatterns/blob/main/patterns/1-initial/balancing-openness-and-security.md).

",2023-04-19 07:40:35,"['Projects practice', 'Reporting mechanism', 'Reporting mechanism', 'Projects practice', 'Additional information']",email,6.1,7,3,10,0,4,10,10,10,0,10,10,10,0,0,10,-1,0,9,0.0,31.0,12.0,0.0,0.0,0.0,0.0,2.0,107.0,116.0,132.0,3.0
yaml/pyyaml,https://github.com/yaml/pyyaml,325,4744,2011-11-03,37,284,830,2557,2557,518,54,https://api.github.com/repos/yaml/pyyaml/contents/.github/SECURITY.md,"# PyYAML Security Policy

## Reporting a Suspected Vulnerability

The PyYAML project encourages responsible disclosure of suspected security
vulnerabilities. However, we do not offer bug bounties, paid disclosure, or
paid fixes for discovered vulnerabilities. To report a suspected security
vulnerability, please e-mail details to <security@pyyaml.org> without creating
public issues, pull requests, or discussion. Non-security correspondence to
this address will be ignored.
",2022-07-12 00:31:22,"['Generic policy', 'Reporting mechanism']",email,5.5,10,1,5,0,2,10,10,0,10,10,10,-1,0,0,10,-1,0,10,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,42.0,22.0,1.0
zenml-io/zenml,https://github.com/zenml-io/zenml,6838,1440,2020-11-19,97,2837,3136,4032,4032,437,41,https://api.github.com/repos/zenml-io/zenml/contents/SECURITY.md,"# 🚨 Reporting a Vulnerability

If you think you have found a vulnerability, and even if you are not sure about it,
please report it right away by sending an
email to: [security@zenml.io](mailto:security@zenml.io?subject=Security%20Vulnerability%20Found). Please try to be as explicit as possible,
describing all the steps and example code to
reproduce the security issue.

We will review it thoroughly and get back to you.

Please refrain from publicly discussing a potential security vulnerability as
this could potentially put our users at
risk! It's better to discuss privately and give us a chance to find a solution
first, to limit the potential impact
as much as possible.
",2023-09-20 09:25:58,['Reporting mechanism'],email,5.4,10,3,10,0,9,10,0,10,0,10,10,10,0,8,10,-1,0,0,23.0,168.0,15.0,35.0,6.0,0.0,0.0,4.0,1210.0,837.0,748.0,7.0
zopefoundation/accesscontrol,https://github.com/zopefoundation/accesscontrol,438,4264,2013-02-25,34,111,152,12,12,16,68,https://api.github.com/repos/zopefoundation/.github/contents/SECURITY.md,"# Security Policy
The Zope developer community uses the same security policy as the Plone developer community. The most up to date information about Plone security is on https://plone.org/security

## Supported Versions
For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html).

## Reporting a Vulnerability
Please do **NOT** create a public bug report if you think this may be a security issue.
Instead, please contact the Plone and Zope Security Team via email: security@plone.org. See also https://plone.org/security/report

Only bug reports submitted directly to the security team email will be treated as responsible disclosure. Any offered for sale to third parties or submitted to public bug bounty programmes will be treated as irresponsible public disclosure. We will not confirm any submissions on third party platforms such as ""huntr"" or ""hackerone"" and do not give permission for those systems to accept reports on our behalf or to represent themselves as a conduit for vulnerability reports.
",2020-10-01 12:54:56,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,5.7,10,8,8,0,4,10,10,0,0,9,6,10,0,0,10,-1,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,3.0,0.0
zopefoundation/products.cmfcore,https://github.com/zopefoundation/products.cmfcore,795,3448,2015-05-22,43,96,144,6,6,20,68,https://api.github.com/repos/zopefoundation/.github/contents/SECURITY.md,"# Security Policy
The Zope developer community uses the same security policy as the Plone developer community. The most up to date information about Plone security is on https://plone.org/security

## Supported Versions
For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html).

## Reporting a Vulnerability
Please do **NOT** create a public bug report if you think this may be a security issue.
Instead, please contact the Plone and Zope Security Team via email: security@plone.org. See also https://plone.org/security/report

Only bug reports submitted directly to the security team email will be treated as responsible disclosure. Any offered for sale to third parties or submitted to public bug bounty programmes will be treated as irresponsible public disclosure. We will not confirm any submissions on third party platforms such as ""huntr"" or ""hackerone"" and do not give permission for those systems to accept reports on our behalf or to represent themselves as a conduit for vulnerability reports.
",2020-10-01 12:54:56,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,5.9,10,8,10,0,5,10,10,0,0,9,4,-1,0,9,10,-1,0,10,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,7.0,10.0,0.0
zopefoundation/products.pluggableauthservice,https://github.com/zopefoundation/products.pluggableauthservice,434,3550,2015-02-10,31,71,120,9,9,18,70,https://api.github.com/repos/zopefoundation/.github/contents/SECURITY.md,"# Security Policy
The Zope developer community uses the same security policy as the Plone developer community. The most up to date information about Plone security is on https://plone.org/security

## Supported Versions
For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html).

## Reporting a Vulnerability
Please do **NOT** create a public bug report if you think this may be a security issue.
Instead, please contact the Plone and Zope Security Team via email: security@plone.org. See also https://plone.org/security/report

Only bug reports submitted directly to the security team email will be treated as responsible disclosure. Any offered for sale to third parties or submitted to public bug bounty programmes will be treated as irresponsible public disclosure. We will not confirm any submissions on third party platforms such as ""huntr"" or ""hackerone"" and do not give permission for those systems to accept reports on our behalf or to represent themselves as a conduit for vulnerability reports.
",2020-10-01 12:54:56,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,4.9,10,8,3,0,5,10,10,0,0,9,0,-1,0,0,10,-1,0,10,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,71.0,209.0,94.0,1.0
zopefoundation/products.sqlalchemyda,https://github.com/zopefoundation/products.sqlalchemyda,248,3756,2014-07-18,9,14,19,2,2,10,67,https://api.github.com/repos/zopefoundation/.github/contents/SECURITY.md,"# Security Policy
The Zope developer community uses the same security policy as the Plone developer community. The most up to date information about Plone security is on https://plone.org/security

## Supported Versions
For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html).

## Reporting a Vulnerability
Please do **NOT** create a public bug report if you think this may be a security issue.
Instead, please contact the Plone and Zope Security Team via email: security@plone.org. See also https://plone.org/security/report

Only bug reports submitted directly to the security team email will be treated as responsible disclosure. Any offered for sale to third parties or submitted to public bug bounty programmes will be treated as irresponsible public disclosure. We will not confirm any submissions on third party platforms such as ""huntr"" or ""hackerone"" and do not give permission for those systems to accept reports on our behalf or to represent themselves as a conduit for vulnerability reports.
",2020-10-01 12:54:56,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,4.9,10,8,5,0,2,10,10,0,0,9,0,-1,0,3,10,-1,0,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,10.0,0.0
zopefoundation/restrictedpython,https://github.com/zopefoundation/restrictedpython,747,4261,2013-02-28,39,189,288,467,467,38,78,https://api.github.com/repos/zopefoundation/.github/contents/SECURITY.md,"# Security Policy
The Zope developer community uses the same security policy as the Plone developer community. The most up to date information about Plone security is on https://plone.org/security

## Supported Versions
For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html).

## Reporting a Vulnerability
Please do **NOT** create a public bug report if you think this may be a security issue.
Instead, please contact the Plone and Zope Security Team via email: security@plone.org. See also https://plone.org/security/report

Only bug reports submitted directly to the security team email will be treated as responsible disclosure. Any offered for sale to third parties or submitted to public bug bounty programmes will be treated as irresponsible public disclosure. We will not confirm any submissions on third party platforms such as ""huntr"" or ""hackerone"" and do not give permission for those systems to accept reports on our behalf or to represent themselves as a conduit for vulnerability reports.
",2020-10-01 12:54:56,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,6.2,10,8,10,0,2,10,10,0,0,9,10,-1,0,10,10,-1,0,10,16.0,153.0,90.0,0.0,0.0,0.0,0.0,0.0,1487.0,754.0,282.0,1.0
